entry_time,exit_time,ticker,direction,shares,entry_price,exit_price,target_price,stop_price,hit_target,hit_stop,TP,SL,pnl,pnl_pct,capital_after,dip_pct,taf_fee,cat_fee,total_fees
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,AAPL,long,3,260.25,258.94875,262.8525,258.94875,False,True,0,1,-3.9139089999999452,-0.499999999999993,9980.416091,7.103337497769045,0.01,0.00015900000000000002,0.010159
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,MSFT,long,1,477.18,474.7941,481.9518,474.7941,False,True,0,1,-2.3959529999999924,-0.49999999999999833,10767.680138,2.55666734735552,0.01,5.3e-05,0.010053000000000001
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,NVDA,long,4,184.94,186.7894,186.7894,184.0153,True,False,1,0,7.387388000000011,1.0000000000000016,11242.257526,4.487940918246138,0.01,0.000212,0.010212
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,TSLA,long,1,448.96,446.7152,453.4496,446.7152,False,True,0,1,-2.254852999999998,-0.49999999999999956,11985.002672999999,9.99739390173005,0.01,5.3e-05,0.010053000000000001
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,META,long,1,641.97,638.7601500000001,648.3897000000001,638.7601500000001,False,True,0,1,-3.2199029999999604,-0.4999999999999938,12439.86277,9.708860759493668,0.01,5.3e-05,0.010053000000000001
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,AAPL,long,3,261.05,259.74475,263.6605,259.74475,False,True,0,1,-3.9259090000000025,-0.5000000000000003,9928.286861,6.817776191326064,0.01,0.00015900000000000002,0.010159
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,MSFT,long,1,470.67,468.31665000000004,475.3767,468.31665000000004,False,True,0,1,-2.3634029999999777,-0.4999999999999952,10717.093458,3.8860526853175354,0.01,5.3e-05,0.010053000000000001
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,AMZN,long,3,242.6,241.387,245.026,241.387,False,True,0,1,-3.6491589999999814,-0.4999999999999975,11190.674298999998,2.5467984253233724,0.01,0.00015900000000000002,0.010159
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,NVDA,long,4,185.81,184.88095,187.6681,184.88095,False,True,0,1,-3.726411999999958,-0.4999999999999944,11907.577887,4.03863037752414,0.01,0.000212,0.010212
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,TSLA,long,1,447.2,444.964,451.67199999999997,444.964,False,True,0,1,-2.24605299999999,-0.4999999999999978,12645.891833999998,10.350219513661967,0.01,5.3e-05,0.010053000000000001
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,META,long,1,631.09,627.9345500000001,637.4009000000001,627.9345500000001,False,True,0,1,-3.1655029999999735,-0.4999999999999958,13097.496330999998,6.308085156922713,0.01,5.3e-05,0.010053000000000001
