entry_time,exit_time,ticker,direction,shares,entry_price,exit_price,target_price,stop_price,hit_target,hit_stop,TP,SL,pnl,pnl_pct,capital_after,dip_pct,taf_fee,cat_fee,total_fees
2026-01-21 19:30:00+00:00,2026-01-22 14:30:00+00:00,MSFT,long,2,443.6199951171875,448.0561950683594,448.0561950683594,441.4018951416016,True,False,1,0,8.862293902343772,1.0000000000000027,10022.29091328711,13.608569597431842,0.01,0.000106,0.010105999999999999
2026-01-21 19:30:00+00:00,2026-01-22 14:30:00+00:00,NVDA,long,4,183.7899932861328,185.62789321899413,185.62789321899413,182.87104331970215,True,False,1,0,7.341387731445276,0.999999999999995,10918.89231078418,6.229595262177137,0.01,0.000212,0.010212
2026-01-21 19:30:00+00:00,2026-01-22 15:30:00+00:00,TSLA,long,1,433.5602111816406,437.895813293457,437.895813293457,431.3924101257324,True,False,1,0,4.325549111816399,0.9999999999999984,10031.629694612793,13.08283452635474,0.01,5.3e-05,0.010053000000000001
2026-01-21 19:30:00+00:00,2026-01-22 18:30:00+00:00,AAPL,long,4,248.38279724121094,250.86662521362305,250.86662521362305,247.1408832550049,True,False,1,0,9.925099889648461,1.0000000000000022,10045.0043489458,13.938252365506306,0.01,0.000212,0.010212
2026-01-22 14:30:00+00:00,2026-01-23 14:30:00+00:00,MSFT,long,1,446.7900085449219,451.2579086303711,451.2579086303711,444.5560585021973,True,False,1,0,4.45784708544923,1.0000000000000027,10043.672477403321,12.991234947434883,0.01,5.3e-05,0.010053000000000001
2026-01-22 14:30:00+00:00,2026-01-23 14:30:00+00:00,NVDA,long,4,184.8699951171875,186.71869506835938,186.71869506835938,183.94564514160157,True,False,1,0,7.384587804687523,1.000000000000003,10503.039548118164,5.678573919802296,0.01,0.000212,0.010212
2026-01-22 15:30:00+00:00,2026-01-23 14:30:00+00:00,TSLA,long,1,437.9599914550781,442.3395913696289,442.3395913696289,435.7701914978027,True,False,1,0,4.369546914550795,1.000000000000003,11249.879096253419,12.200796875732243,0.01,5.3e-05,0.010053000000000001
2026-01-22 18:30:00+00:00,2026-01-23 14:30:00+00:00,AAPL,long,3,250.52000427246094,249.26740425109864,253.02520431518556,249.26740425109864,False,True,0,1,-3.7679590640868934,-0.4999999999999972,11702.750831403198,13.197735010000875,0.01,0.00015900000000000002,0.010159
2026-01-23 14:30:00+00:00,2026-01-26 14:30:00+00:00,AAPL,long,4,247.01010131835938,249.48020233154298,249.48020233154298,245.77505081176758,True,False,1,0,9.870192052734435,1.000000000000006,10050.341543475464,14.413875522196276,0.01,0.000212,0.010212
2026-01-23 14:30:00+00:00,2026-01-26 14:30:00+00:00,MSFT,long,1,463.12249755859375,467.7537225341797,467.7537225341797,460.8068850708008,True,False,1,0,4.621171975585951,1.0000000000000029,11064.151985470582,9.567581431258457,0.01,5.3e-05,0.010053000000000001
2026-01-23 14:30:00+00:00,2026-01-26 14:30:00+00:00,TSLA,long,1,446.1099853515625,443.8794354248047,450.57108520507813,443.8794354248047,False,True,0,1,-2.240602926757817,-0.500000000000001,11540.166265356323,10.566942223389256,0.01,5.3e-05,0.010053000000000001
2026-01-23 14:30:00+00:00,2026-01-26 14:30:00+00:00,NVDA,long,4,187.65499877929688,187.3459930419922,189.53154876708984,186.71672378540038,False,False,0,0,-1.24623494921875,-0.16466693630054194,11978.10435657898,4.257653684032206,0.01,0.000212,0.010212
2026-01-26 14:30:00+00:00,2026-01-27 14:30:00+00:00,NVDA,long,4,187.3459930419922,189.2194529724121,189.2194529724121,186.40926307678222,True,False,1,0,7.483627721679706,1.0000000000000024,12195.72385633362,4.415309672452965,0.01,0.000212,0.010212
2026-01-26 14:30:00+00:00,2026-01-27 14:30:00+00:00,TSLA,long,2,437.94830322265625,435.758561706543,442.3277862548828,435.758561706543,False,True,0,1,-4.389589032226517,-0.4999999999999948,11323.73662753772,12.20314005207847,0.01,0.000106,0.010105999999999999
