entry_time,exit_time,ticker,direction,shares,entry_price,exit_price,target_price,stop_price,hit_target,hit_stop,TP,SL,pnl,pnl_pct,capital_after,dip_pct,taf_fee,cat_fee,total_fees
2026-01-09 09:30:00-05:00,2026-01-12 16:00:00-05:00,AAPL,long,3,259.3699951171875,258.0731451416016,261.96369506835936,258.0731451416016,False,True,0,1,-3.900708926757785,-0.49999999999999645,9993.999284969726,7.417454660725461,0.01,0.00015900000000000002,0.010159
2026-01-09 09:30:00-05:00,2026-01-12 16:00:00-05:00,MSFT,long,1,479.2799987792969,476.8835987854004,484.07279876708986,476.8835987854004,False,True,0,1,-2.4064529938964663,-0.49999999999999617,10774.442838079345,2.127836056358743,0.01,5.3e-05,0.010053000000000001
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,AAPL,long,3,260.25,258.94875,262.8525,258.94875,False,True,0,1,-3.9139089999999452,-0.499999999999993,9983.268949831298,7.103335473866703,0.01,0.00015900000000000002,0.010159
2026-01-12 09:30:00-05:00,2026-01-13 16:00:00-05:00,MSFT,long,1,477.17999267578125,474.79409271240235,481.95179260253906,474.79409271240235,False,True,0,1,-2.395952963378904,-0.4999999999999995,10770.532939494871,2.5566712720351927,0.01,5.3e-05,0.010053000000000001
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,AAPL,long,3,261.04998779296875,259.7447378540039,263.6604876708984,259.7447378540039,False,True,0,1,-3.9259088168945038,-0.49999999999999656,9972.167058754148,6.817778518522149,0.01,0.00015900000000000002,0.010159
2026-01-13 09:30:00-05:00,2026-01-14 16:00:00-05:00,MSFT,long,1,470.6700134277344,468.3166633605957,475.37671356201173,468.3166633605957,False,True,0,1,-2.3634030671386492,-0.49999999999999517,10760.973638597166,3.8860523391719934,0.01,5.3e-05,0.010053000000000001
2026-01-14 09:30:00-05:00,2026-01-15 16:00:00-05:00,AAPL,long,3,259.9599914550781,258.6601914978027,262.5595913696289,258.6601914978027,False,True,0,1,-3.909558871826233,-0.5000000000000079,9971.7441029187,6.435360321941561,0.01,0.00015900000000000002,0.010159
2026-01-14 09:30:00-05:00,2026-01-15 16:00:00-05:00,MSFT,long,2,459.3800048828125,463.97380493164064,463.97380493164064,457.0831048583984,True,False,1,0,9.177494097656286,1.000000000000004,10760.991573822996,6.191547185708526,0.01,0.000106,0.010105999999999999
2026-01-15 09:30:00-05:00,2026-01-16 16:00:00-05:00,MSFT,long,2,456.6600036621094,461.22660369873046,461.22660369873046,454.3767036437988,True,False,1,0,9.123094073242164,0.9999999999999976,10758.191380997068,6.7469895285511035,0.01,0.000106,0.010105999999999999
2026-01-15 09:30:00-05:00,2026-01-16 16:00:00-05:00,AAPL,long,3,258.2099914550781,256.91894149780273,260.7920913696289,256.91894149780273,False,True,0,1,-3.8833088718261717,-0.5,9988.878253964842,7.0652192418473065,0.01,0.00015900000000000002,0.010159
2026-01-16 09:30:00-05:00,2026-01-20 16:00:00-05:00,AAPL,long,3,255.52999877929688,254.2523487854004,258.08529876708985,254.2523487854004,False,True,0,1,-3.8431089816894666,-0.5000000000000018,9977.078283001707,8.029800551631814,0.01,0.00015900000000000002,0.010159
2026-01-16 09:30:00-05:00,2026-01-20 16:00:00-05:00,MSFT,long,2,459.8599853515625,457.56068542480466,464.4585852050781,457.56068542480466,False,True,0,1,-4.60870585351568,-0.5000000000000059,10723.249560668699,6.093531981137308,0.01,0.000106,0.010105999999999999
2026-01-20 09:30:00-05:00,2026-01-21 16:00:00-05:00,AAPL,long,4,246.6999969482422,249.16699691772462,249.16699691772462,245.466496963501,True,False,1,0,9.85778787792972,1.000000000000003,9982.597354039794,11.207889360816875,0.01,0.000212,0.010212
2026-01-20 09:30:00-05:00,2026-01-21 16:00:00-05:00,MSFT,long,1,454.5199890136719,452.2473890686035,459.0651889038086,452.2473890686035,False,True,0,1,-2.2826529450683504,-0.499999999999998,10981.324680342772,7.183994755239308,0.01,5.3e-05,0.010053000000000001
2026-01-21 09:30:00-05:00,2026-01-22 16:00:00-05:00,AAPL,long,4,247.64999389648438,250.12649383544922,250.12649383544922,246.41174392700196,True,False,1,0,9.895787755859399,1.0000000000000022,10014.680551106443,10.865967045540543,0.01,0.000212,0.010212
2026-01-21 09:30:00-05:00,2026-01-22 16:00:00-05:00,MSFT,long,2,444.1099853515625,448.55108520507815,448.55108520507815,441.8894354248047,True,False,1,0,8.872093707031304,1.000000000000006,11002.892610633788,9.309786750871996,0.01,0.000106,0.010105999999999999
2026-01-22 09:30:00-05:00,2026-01-23 16:00:00-05:00,MSFT,long,1,451.1400146484375,455.6514147949219,455.6514147949219,448.88431457519533,True,False,1,0,4.501347146484391,1.0000000000000036,11001.17669438867,7.8742080043673095,0.01,5.3e-05,0.010053000000000001
2026-01-22 09:30:00-05:00,2026-01-23 16:00:00-05:00,AAPL,long,4,248.35000610351562,247.10825607299805,250.83350616455078,247.10825607299805,False,True,0,1,-4.977212122070317,-0.5000000000000004,10019.325371656249,10.614019084031092,0.01,0.000212,0.010212
2026-01-23 09:30:00-05:00,2026-01-26 16:00:00-05:00,AAPL,long,4,248.0399932861328,250.52039321899414,250.52039321899414,246.79979331970216,True,False,1,0,9.911387731445327,1.0000000000000013,10023.25809554785,10.725598705924622,0.01,0.000212,0.010212
2026-01-23 09:30:00-05:00,2026-01-26 16:00:00-05:00,MSFT,long,1,465.95001220703125,470.60951232910156,470.60951232910156,463.6202621459961,True,False,1,0,4.649447122070312,1.0,11045.217570746092,4.8499079861078656,0.01,5.3e-05,0.010053000000000001
2026-01-26 09:30:00-05:00,2026-01-27 16:00:00-05:00,AAPL,long,3,255.41000366210938,257.96410369873047,257.96410369873047,254.13295364379883,True,False,1,0,7.652141109863281,1.0,10041.529685000487,8.072989120149346,0.01,0.00015900000000000002,0.010159
2026-01-26 09:30:00-05:00,2026-01-27 16:00:00-05:00,MSFT,long,1,470.2799987792969,474.98279876708983,474.98279876708983,467.92859878540037,True,False,1,0,4.692746987792957,0.9999999999999976,10810.732411236328,3.965695924778565,0.01,5.3e-05,0.010053000000000001
2026-01-27 09:30:00-05:00,2026-01-28 16:00:00-05:00,AAPL,long,3,258.2699890136719,256.9786390686035,260.8526889038086,256.9786390686035,False,True,0,1,-3.8842088352050848,-0.5000000000000009,10032.038235360107,7.04362495758854,0.01,0.00015900000000000002,0.010159
2026-01-28 09:30:00-05:00,2026-01-29 16:00:00-05:00,AAPL,long,3,256.44000244140625,259.0044024658203,259.0044024658203,255.15780242919922,True,False,1,0,7.683041073242167,0.9999999999999974,10039.721276433349,7.702272595216679,0.01,0.00015900000000000002,0.010159
2026-01-29 09:30:00-05:00,2026-01-30 16:00:00-05:00,AAPL,long,3,258.2799987792969,260.8627987670898,260.8627987670898,256.98859878540037,True,False,1,0,7.738240963378859,0.9999999999999938,10041.039534486572,7.040022248922785,0.01,0.00015900000000000002,0.010159
2026-01-29 09:30:00-05:00,2026-01-30 16:00:00-05:00,MSFT,long,2,433.5,437.835,437.835,431.3325,True,False,1,0,8.659893999999959,0.9999999999999953,10834.559444355713,11.476416337778542,0.01,0.000106,0.010105999999999999
2026-01-30 09:30:00-05:00,2026-02-02 16:00:00-05:00,AAPL,long,3,259.4800109863281,262.0748110961914,262.0748110961914,258.1826109313965,True,False,1,0,7.774241329589858,1.0000000000000018,10050.053625870849,6.608114596011691,0.01,0.00015900000000000002,0.010159
2026-01-30 09:30:00-05:00,2026-02-02 16:00:00-05:00,MSFT,long,2,430.2900085449219,428.13855850219727,434.5929086303711,428.13855850219727,False,True,0,1,-4.31300608544921,-0.49999999999999895,10869.610675937744,12.131917945918392,0.01,0.000106,0.010105999999999999
2026-02-02 09:30:00-05:00,2026-02-03 16:00:00-05:00,MSFT,long,2,423.3699951171875,421.2531451416016,427.6036950683594,421.2531451416016,False,True,0,1,-4.243805951171844,-0.4999999999999963,10055.336840689697,13.545030720113868,0.01,0.000106,0.010105999999999999
2026-02-03 09:30:00-05:00,2026-02-04 16:00:00-05:00,MSFT,long,2,411.2099914550781,415.32209136962894,415.32209136962894,409.15394149780275,True,False,1,0,8.214093829101621,1.000000000000007,10063.550934518798,16.02818435682819,0.01,0.000106,0.010105999999999999
2026-02-04 09:30:00-05:00,2026-02-05 16:00:00-05:00,MSFT,long,2,414.19000244140625,412.1190524291992,418.3319024658203,412.1190524291992,False,True,0,1,-4.152006024414099,-0.5000000000000044,10059.398928494384,15.419646290247899,0.01,0.000106,0.010105999999999999
2026-02-05 09:30:00-05:00,2026-02-06 16:00:00-05:00,MSFT,long,2,393.6700134277344,397.60671356201175,397.60671356201175,391.7016633605957,True,False,1,0,7.863294268554746,1.0000000000000075,10067.262222762938,18.61950192767837,0.01,0.000106,0.010105999999999999
2026-02-06 09:30:00-05:00,2026-02-09 16:00:00-05:00,MSFT,long,2,401.1400146484375,405.1514147949219,405.1514147949219,399.13431457519533,True,False,1,0,8.012694292968781,1.000000000000004,10075.274917055907,17.07528367582703,0.01,0.000106,0.010105999999999999
